edge_id,mean_speed,max_occupancy,mean_occupancy,waiting_time,sample_count,congested
427091882#3,3.615,0.211,0.447,0.0,18,1
478878743#1,1.751,0.236,0.059,6.0,5970,1
-107553471#8,1.953,0.156,0.139,0.0,66,1
-365435376#5,2.038,0.208,0.218,0.0,58,1
464609492#0,2.691,0.133,0.190,0.0,14,1
106929061#1,1.781,0.058,0.055,0.0,48,1
-323470714#11,2.078,0.345,0.116,0.0,1797,1
-717018706#5,2.627,0.316,0.102,15.0,260,1
107537270#1,2.323,0.129,0.142,0.0,51,1
-365435694#0,2.976,0.146,0.052,0.0,850,1
106734537#0,2.375,0.543,0.121,234.0,2764,1
717018706#9,2.383,0.394,0.097,193.0,3597,1
-106735206#2,3.668,0.117,0.117,1.0,9,1
83718171,3.224,0.480,0.159,0.0,5992,1
761315155,3.512,0.269,0.193,0.0,30,1
-306603650#4,2.298,0.156,0.155,0.0,68,1
-306611196#4,3.017,0.149,0.079,5.0,101,1
-83737071#4,2.742,0.346,0.143,0.0,3432,1
-306620331#6,1.935,0.585,0.196,0.0,1359,1
711187486#3,0.872,0.668,0.096,265947.0,12726,1
-717018699#1,3.348,0.324,0.115,871.0,2695,1
-107537265#2,2.184,0.100,0.049,0.0,596,1
107537246#1,2.721,0.165,0.112,0.0,59,1
106928653#1,2.358,0.373,0.200,49.0,581,1
106734531#3,3.124,0.038,0.036,2.0,84,1
385158746#2,2.005,0.063,0.063,55.0,40,1
-83737118#6,1.785,0.375,0.053,0.0,12008,1
-502799838#1,3.146,0.157,0.080,53.0,1074,1
83718172#3,2.714,0.184,0.061,0.0,3695,1
-222899712#1,1.808,0.434,0.063,0.0,10659,1
106734696#4,2.895,0.234,0.134,4.0,49,1
751775959,3.211,0.174,0.029,0.0,4011,1
-717018706#9,2.638,0.197,0.095,153.0,615,1
393255038#0,2.286,0.198,0.034,13566.0,4940,1
-306620331#3,1.872,0.351,0.117,0.0,2390,1
435387528#6,2.037,0.416,0.139,0.0,123,1
-306620331#8,1.911,0.406,0.098,0.0,2571,1
-427091880#9,1.863,0.593,0.281,0.0,2253,1
-106621766#0,2.491,0.186,0.094,0.0,962,1
106923052#12,1.871,0.091,0.094,0.0,29,1
107545510#3,2.963,0.171,0.166,3.0,41,1
-365435694#5,2.948,0.225,0.120,0.0,343,1
107537275#5,2.466,0.170,0.156,4.0,51,1
1451259112,3.454,0.105,0.052,0.0,1849,1
-306604006#6,3.123,0.317,0.055,237.0,6962,1
83737053#1,0.506,0.674,0.061,477063.0,34690,1
385167820,2.975,0.120,0.040,673.0,2638,1
385158741,3.376,0.117,0.058,35.0,777,1
391062137,2.602,0.146,0.134,0.0,116,1
-83619622#0,2.133,0.048,0.050,0.0,97,1
393255040#5,1.746,0.146,0.029,0.0,3710,1
-306604006#2,1.759,0.595,0.086,22792.0,7919,1
107553471#6,2.748,0.605,0.584,0.0,362,1
-369010051,3.046,0.077,0.026,0.0,828,1
106734530#3,2.079,0.100,0.105,0.0,48,1
-306611196#3,3.154,0.129,0.061,6.0,150,1
306620331#8,2.803,0.102,0.099,0.0,106,1
-106618195#10,2.645,0.035,0.037,1.0,55,1
-107537263#0,2.719,0.263,0.104,0.0,1505,1
-369011879#3,2.504,0.078,0.080,69.0,1796,1
761315154#0,2.289,0.113,0.115,0.0,116,1
-435383361#0,1.758,0.072,0.072,0.0,79,1
-323470714#2,1.817,0.295,0.049,0.0,6795,1
83737118#11,2.231,0.584,0.276,0.0,1391,1
-369011877#3,2.215,0.263,0.052,4770.0,4166,1
323470714#6,2.302,0.302,0.354,0.0,63,1
-83737118#3,1.801,0.505,0.127,0.0,4831,1
83715119#0,3.045,0.477,0.103,0.0,10047,1
-106621768#9,1.755,0.242,0.048,0.0,6158,1
-306603445#0,2.103,0.503,0.101,0.0,6006,1
-258418472#0,4.195,0.158,0.081,0.0,3408,1
390876404#4,0.278,0.669,0.060,858791.0,46604,1
106621766#3,1.745,0.768,0.734,45.0,468,1
323470713#0,2.484,0.071,0.074,3.0,86,1
-711187488#5,1.734,0.050,0.054,0.0,113,1
-385156777#2,2.412,0.059,0.052,1.0,36,1
83718179#8,4.243,2.431,2.468,0.0,47,1
106934737#0,2.951,0.193,0.049,68.0,2450,1
83718172#8,0.220,0.680,0.061,1045520.0,35879,1
-106735206#1,3.481,0.144,0.144,1.0,10,1
107553471#7,2.736,0.333,0.161,0.0,1419,1
106621765#3,2.152,0.515,0.137,0.0,2286,1
712927445#3,2.012,0.435,0.349,0.0,46,1
-464440159#1,3.342,0.040,0.042,3.0,112,1
-106734530#10,1.849,0.108,0.096,0.0,177,1
107537257#1,3.007,0.216,0.098,2.0,47,1
385158740#4,2.776,0.059,0.058,5.0,155,1
-369010052#0,1.726,0.303,0.101,0.0,2343,1
751775965#1,1.482,11.720,142.831,20.0,47,1
393255040#3,1.879,0.227,0.028,108.0,8961,1
385158750#2,3.864,0.052,0.061,3.0,102,1
464436715,2.672,0.172,0.173,0.0,385,1
69421360#0,3.738,0.062,0.076,1.0,22,1
-306603560#0,2.053,0.306,0.097,0.0,333,1
-365435376#4,2.036,0.053,0.055,0.0,232,1
464445655#0,2.707,0.051,0.052,16.0,625,1
-323470714#10,2.050,0.363,0.120,0.0,1719,1
711187486#4,0.688,0.705,0.184,163396.0,7893,1
-106609644#2,2.721,0.279,0.056,0.0,5529,1
390855006#4,2.079,0.061,0.058,0.0,198,1
464436714#2,2.757,0.059,0.059,0.0,1043,1
-106928653#5,3.185,0.320,0.064,3.0,4866,1
-106923052#2,1.865,0.317,0.062,0.0,3280,1
648676598,2.097,0.144,0.075,0.0,393,1
323470714#7,2.336,0.212,0.228,0.0,90,1
385156775#0,3.650,0.061,0.064,1.0,23,1
106928653#2,2.967,0.120,0.062,9.0,1368,1
-464445655#2,3.157,0.255,0.064,51.0,1260,1
-107537246#1,2.688,0.128,0.117,0.0,619,1
222899712#1,1.946,0.322,0.064,0.0,3729,1
-427091880#8,1.806,0.521,0.085,0.0,7952,1
106931287#3,2.150,0.048,0.044,0.0,97,1
427091883,2.738,0.402,0.446,0.0,386,1
306603445#1,2.076,0.106,0.114,0.0,46,1
107537246#2,2.778,0.186,0.095,0.0,76,1
306620332,3.792,0.068,0.067,8.0,161,1
435387528#7,2.043,0.076,0.019,0.0,1295,1
106734571#3,1.972,0.058,0.059,0.0,130,1
-107553471#7,2.013,0.166,0.135,0.0,44,1
42980561#6,1.987,0.059,0.061,0.0,127,1
-106618481#1,1.689,0.109,0.087,0.0,25,1
1191290959#0,3.094,0.401,0.132,0.0,5530,1
83737122#3,2.196,0.060,0.057,0.0,75,1
106621765#1,2.734,0.126,0.064,0.0,551,1
-636433639#2,3.122,0.053,0.053,2.0,61,1
-306603560#3,1.994,0.219,0.108,0.0,159,1
-717018706#4,2.525,0.292,0.095,14.0,290,1
-380861778#0,2.081,0.147,0.049,0.0,1660,1
427091880#3,2.669,0.462,0.155,0.0,1591,1
-83715154#3,2.559,0.053,0.053,0.0,259,1
369011876#1,2.064,0.155,0.076,0.0,92,1
-1205960027#1,1.873,0.305,0.099,0.0,603,1
-1205561604,2.620,0.448,0.206,0.0,748,1
717018706#10,2.517,0.174,0.027,4779.0,12423,1
-316423888,2.034,0.130,0.138,0.0,37,1
-365435694#4,2.216,0.260,0.247,23.0,224,1
-106864179#2,2.197,0.164,0.203,1.0,14,1
-106618195#5,2.409,0.467,0.174,7.0,96,1
107545498,1.850,0.112,0.037,0.0,1368,1
681140076#0,2.291,0.068,0.073,0.0,96,1
83737060#3,2.907,0.059,0.058,5.0,147,1
-106735206#0,3.129,0.115,0.164,1.0,14,1
320534853#3,2.203,0.180,0.045,0.0,2860,1
107553471#8,2.756,0.302,0.157,0.0,1482,1
-106927911#0,1.726,0.524,0.246,65.0,1598,1
761315154#1,2.322,0.121,0.110,0.0,107,1
-369010053#2,2.967,0.235,0.117,4.0,75,1
-106734537#1,3.441,0.290,0.098,202.0,3152,1
106618518#0,2.807,0.346,0.059,294.0,8154,1
306620331#9,2.797,0.104,0.104,0.0,101,1
-323470714#0,1.755,0.103,0.051,0.0,2275,1
385158740#1,2.930,0.060,0.058,5.0,146,1
463462865#1,2.432,0.085,0.080,0.0,97,1
-83737118#11,1.844,0.584,0.286,10.0,2285,1
106734530#4,2.188,0.083,0.082,0.0,54,1
258418175#5,2.749,0.120,0.080,0.0,30,1
-106931287#9,2.739,0.057,0.058,0.0,508,1
323470714#8,2.337,0.200,0.178,0.0,96,1
390899290#2,2.138,0.060,0.059,0.0,153,1
106734569#3,2.977,0.045,0.044,10.0,187,1
107537257#2,3.813,0.057,0.056,2.0,69,1
-106928653#2,3.103,0.240,0.060,62.0,1687,1
-306620331#2,1.922,0.593,0.194,0.0,1346,1
385156778#1,0.393,0.734,0.073,949469.0,43985,1
316541824#0,2.592,0.125,0.061,7.0,219,1
435387528#0,2.442,0.152,0.181,0.0,53,1
393255038#3,3.178,0.209,0.104,0.0,1107,1
83715113#0,2.548,0.249,0.050,319.0,10760,1
106734530#14,2.013,0.595,0.290,0.0,1263,1
-435353056#1,2.140,0.035,0.034,0.0,264,1
393255040#0,1.948,0.259,0.033,0.0,7716,1
-107552045#3,2.887,0.115,0.059,10.0,304,1
711187489#2,2.789,0.101,0.051,7.0,252,1
369011875#0,3.543,0.079,0.080,50.0,660,1
106734572#2,2.182,0.101,0.112,0.0,45,1
-83715147#0,4.105,0.047,0.057,0.0,25,1
-106734530#9,1.889,0.043,0.042,0.0,311,1
-106734530#3,1.919,0.100,0.098,0.0,103,1
1016666250,3.051,0.246,0.111,15.0,1657,1
-323470714#9,2.040,0.299,0.099,0.0,2130,1
-107537246#0,2.495,0.233,0.122,1609.0,796,1
393255036#0,2.658,0.234,0.034,1911.0,4914,1
258418697,2.843,0.185,0.195,0.0,16,1
390876404#0,0.458,0.679,0.058,548852.0,37851,1
-463462865#2,2.184,0.062,0.058,0.0,294,1
-502799827#0,1.869,0.196,0.202,0.0,258,1
-369011879#2,2.466,0.089,0.089,69.0,1590,1
365435693#0,2.496,0.125,0.042,0.0,2160,1
-320534853#5,2.786,0.045,0.045,0.0,158,1
107553471#9,2.751,0.240,0.118,0.0,1920,1
385158752#0,2.569,0.127,0.063,5220.0,939,1
751775967,3.639,0.059,0.049,1.0,24,1
-83737118#10,1.796,0.535,0.139,0.0,4847,1
427091880#0,2.722,0.331,0.111,0.0,2194,1
-390861646#0,2.029,0.235,0.058,0.0,3977,1
-107553471#6,2.062,0.536,0.713,0.0,16,1
390876404#5,0.231,0.674,0.065,990747.0,48074,1
107537246#3,2.730,0.105,0.089,0.0,67,1
323470713#1,2.494,0.040,0.039,1.0,51,1
-464445655#1,2.996,0.249,0.084,51.0,1033,1
393255038#4,3.228,0.103,0.031,0.0,2389,1
-369011877#2,3.062,0.167,0.057,16.0,483,1
323470714#9,2.316,0.100,0.107,0.0,192,1
106934737#1,3.284,0.295,0.081,0.0,1331,1
385156775#1,3.986,0.053,0.055,1.0,48,1
-106618195#4,2.558,0.271,0.093,5.0,152,1
306611386,3.822,0.032,0.030,41.0,249,1
761315153,3.609,0.196,0.200,0.0,43,1
306620331#1,2.875,0.231,0.241,0.0,58,1
464445655#1,2.601,0.083,0.078,16.0,380,1
385156773#0,3.173,0.062,0.067,37.0,52,1
1361549380,2.143,0.307,0.329,0.0,15,1
-106621534#2,2.746,0.147,0.037,0.0,4006,1
258418175#6,3.845,0.025,0.026,2.0,103,1
-435383360#6,2.499,0.072,0.068,2.0,56,1
478878743#2,2.158,0.057,0.057,0.0,80,1
385158740#5,2.514,0.059,0.058,109.0,172,1
-106618481#0,1.791,0.132,0.126,0.0,21,1
-306620331#1,1.933,0.497,0.226,0.0,1148,1
-106734574#7,2.744,0.092,0.082,6.0,142,1
385156770#0,2.168,0.061,0.064,0.0,76,1
-369013318#2,1.921,0.114,0.120,0.0,432,1
-385156777#1,3.088,0.059,0.053,1.0,56,1
435383361#1,0.433,0.667,0.052,813886.0,28619,1
-106864635#2,3.327,0.017,0.008,0.0,355,1
361112802#0,2.660,0.115,0.056,5.0,165,1
-106609644#1,2.725,0.440,0.113,1.0,2694,1
306603445#2,2.166,0.067,0.064,0.0,68,1
106734530#5,2.362,0.114,0.120,0.0,57,1
648676596,2.138,0.111,0.123,0.0,102,1
519184098#0,2.215,0.040,0.040,0.0,281,1
106621765#2,2.728,0.120,0.060,0.0,577,1
42980561#7,1.991,0.059,0.059,0.0,128,1
106618518#1,2.650,0.397,0.100,263.0,5024,1
-681140075#2,3.029,0.136,0.164,2.0,25,1
83715138,2.003,0.112,0.028,0.0,2136,1
751775960#0,2.144,0.072,0.080,0.0,63,1
435387528#1,2.493,0.212,0.133,0.0,69,1
306620331#2,2.773,0.198,0.198,0.0,71,1
-106621543,2.819,0.088,0.088,0.0,20,1
-106928653#1,2.570,0.497,0.188,61.0,673,1
370248374#5,3.558,0.005,0.008,0.0,7,1
306603650#2,1.917,0.294,0.141,0.0,87,1
390876405,2.738,0.291,0.075,4.0,1984,1
42980561#16,2.243,0.227,0.109,0.0,176,1
106931287#4,1.975,0.057,0.056,0.0,133,1
107537257#3,4.316,0.100,0.091,0.0,11,1
-83715154#2,2.537,0.051,0.054,0.0,230,1
106734696#5,3.917,0.038,0.033,1.0,34,1
-107537265#1,2.099,0.147,0.050,0.0,701,1
712927445#5,2.040,0.123,0.108,0.0,137,1
83718172#11,1.729,0.059,0.061,0.0,49,1
369011876#2,2.251,0.222,0.123,0.0,99,1
390899290#4,1.972,0.144,0.073,0.0,421,1
389987796#1,4.182,0.052,0.045,0.0,23,1
1446819413#0,2.597,0.130,0.066,0.0,1317,1
-464445655#0,3.510,0.206,0.051,0.0,1342,1
323470714#10,2.319,0.121,0.108,0.0,159,1
-369011879#1,2.594,0.048,0.048,69.0,2776,1
-106931287#8,2.668,0.032,0.032,0.0,989,1
-464440159#0,3.436,0.031,0.030,0.0,326,1
-106618195#9,2.473,0.251,0.136,4.0,66,1
83737099#4,0.297,0.713,0.059,1144503.0,46019,1
-106934771#4,1.643,0.218,0.302,0.0,14,1
-427091880#3,1.825,0.413,0.147,0.0,1691,1
389989194#0,3.208,0.051,0.025,4.0,249,1
463462865#2,2.420,0.062,0.059,0.0,131,1
-106734569#1,2.978,0.029,0.030,3.0,406,1
391091771#9,2.733,0.101,0.081,0.0,18,1
-306620332,2.535,0.273,0.068,106.0,2965,1
379968388#0,3.532,0.060,0.050,1.0,24,1
316541824#1,2.645,0.118,0.056,13.0,259,1
306620331#3,2.807,0.117,0.116,0.0,121,1
464445655#2,2.886,0.064,0.062,0.0,432,1
-323470714#7,2.030,0.546,0.202,0.0,903,1
751775961#0,1.937,0.323,0.065,0.0,3512,1
-681140078,2.801,0.067,0.051,0.0,26,1
107537240#1,2.747,0.116,0.120,17.0,274,1
-106928653#0,3.002,0.256,0.065,61.0,1556,1
370248376#0,2.387,0.117,0.117,0.0,4,0
-17735530#2,2.279,0.055,0.058,0.0,120,1
369011875#2,2.551,0.227,0.114,90.0,1599,1
-369013318#1,1.883,0.103,0.104,0.0,512,1
-106618195#3,2.569,0.150,0.050,67.0,198,1
385156775#2,2.931,0.069,0.069,67.0,50,1
106734530#6,2.007,0.104,0.092,0.0,72,1
-711187488#4,1.765,0.051,0.055,0.0,55,1
106618518#2,2.540,0.417,0.106,260.0,4951,1
380861778#0,1.953,0.050,0.052,0.0,204,1
-369011877#1,3.015,0.131,0.069,9.0,406,1
761315152#0,3.102,0.105,0.114,0.0,46,1
83718179#6,2.203,2.712,4.009,0.0,305,1
107537275#4,3.010,0.030,0.031,3.0,169,1
83737099#2,1.117,0.659,0.062,141291.0,8601,1
711187489#3,2.682,0.100,0.050,7.0,265,1
-365435376#3,2.058,0.187,0.218,0.0,66,1
-107553478,4.214,0.048,0.058,0.0,25,1
-306603650#2,2.203,0.147,0.157,0.0,107,1
-464436713,2.747,0.049,0.049,0.0,2013,1
42980561#17,2.215,0.086,0.089,0.0,183,1
751775964#1,1.461,23.185,104.600,50.0,64,1
361112802#1,2.642,0.282,0.105,3.0,67,1
-323470714#6,2.052,0.604,0.282,0.0,628,1
385158752#1,3.085,0.137,0.069,361.0,728,1
-435383360#5,2.416,0.116,0.126,2.0,37,1
-712927445#5,1.985,0.376,0.125,0.0,257,1
-106621534#0,2.749,0.224,0.111,0.0,1271,1
390876404#6,0.201,0.671,0.060,1180379.0,55122,1
83715120#0,4.125,0.048,0.039,0.0,25,1
751775960#1,2.202,0.064,0.065,0.0,69,1
-106734530#8,1.970,0.112,0.114,0.0,135,1
-83715138,2.298,0.028,0.029,0.0,233,1
435387528#2,2.217,0.285,0.118,0.0,62,1
106621768#8,1.961,0.100,0.051,0.0,306,1
323470714#0,1.833,0.103,0.051,0.0,798,1
385156770#1,2.168,0.057,0.057,0.0,80,1
323470714#11,2.288,0.115,0.113,0.0,169,1
-106934771#3,1.767,0.070,0.070,0.0,40,1
-463462865#1,2.144,0.084,0.089,0.0,109,1
107537266,2.852,0.118,0.158,0.0,15,1
-83737053#2,1.748,0.306,0.061,0.0,3500,1
306603560#0,2.099,0.204,0.105,0.0,395,1
-106618195#8,2.581,0.224,0.103,4.0,71,1
-370247669#0,4.064,0.039,0.038,0.0,31,1
-106734568#6,2.188,0.098,0.084,0.0,46,1
-435353056#0,4.279,0.053,0.048,0.0,44,1
-369011880#1,2.239,0.249,0.062,0.0,1706,1
369010051,3.100,0.026,0.025,0.0,378,1
323470714#12,2.403,0.227,0.108,6.0,274,1
17735530#1,2.016,0.069,0.066,0.0,107,1
-106621766#3,2.465,0.768,0.783,0.0,124,1
-427091880#2,1.808,0.339,0.083,0.0,3054,1
761315152#1,2.421,0.191,0.173,2.0,22,1
-106927911#2,1.743,0.063,0.021,0.0,5223,1
385156768#0,2.610,0.065,0.059,119.0,122,1
717017078#0,2.240,0.114,0.057,0.0,313,1
-361115014,1.827,0.074,0.037,0.0,1183,1
-106734574#3,2.663,0.038,0.038,2.0,100,1
-306603650#1,2.144,0.023,0.011,0.0,1234,1
69421363#1,2.018,0.113,0.057,0.0,482,1
106621767#3,3.154,0.098,0.053,6.0,231,1
106931287#5,2.820,0.055,0.052,0.0,32,1
106734530#7,1.932,0.105,0.114,0.0,73,1
-107545510#3,3.067,0.304,0.175,44.0,451,1
-83718177,1.813,0.391,0.065,61.0,5932,1
-365435376#2,2.084,0.196,0.189,0.0,60,1
385156775#3,3.582,0.063,0.066,2.0,46,1
-505633108,2.563,0.202,0.051,1064.0,3061,1
323470713#2,2.612,0.058,0.051,1.0,34,1
-83715154#1,2.507,0.051,0.051,0.0,233,1
106618195#2,2.608,0.064,0.064,1.0,30,1
-106734631#2,3.155,0.039,0.038,2.0,82,1
-106621534#1,2.750,0.295,0.144,0.0,957,1
107537258#0,1.835,0.039,0.038,0.0,71,1
385158747#0,2.183,0.145,0.181,0.0,32,1
-391062137,1.911,0.495,0.146,0.0,1795,1
1010345639,2.192,0.142,0.075,0.0,160,1
761315152#2,2.688,0.143,0.159,2.0,27,1
316541824#3,2.584,0.116,0.064,7.0,238,1
435387528#3,2.212,0.284,0.138,0.0,63,1
-107545510#2,3.042,0.170,0.170,44.0,443,1
106734637,3.112,0.038,0.036,2.0,85,1
-106734531#5,2.634,0.102,0.108,4.0,76,1
-712927445#4,2.462,0.250,0.082,0.0,1379,1
306603560#1,2.003,0.139,0.067,0.0,576,1
-369011879#0,2.748,0.066,0.022,0.0,5742,1
365435693#1,2.511,0.309,0.155,0.0,574,1
-435353057,2.752,0.011,0.012,0.0,318,1
-107537241,4.140,0.036,0.036,0.0,66,1
435427814,2.670,0.164,0.057,19.0,659,1
-390906228#1,2.742,0.057,0.053,29.0,65,1
83737099#3,0.243,0.669,0.057,1014923.0,35684,1
106734530#8,1.967,0.112,0.130,0.0,67,1
-365435376#1,2.050,0.069,0.063,0.0,175,1
751775961#1,1.563,0.261,0.044,17017.0,6380,1
-106923052#12,1.747,0.091,0.094,0.0,62,1
385156770#3,2.231,0.059,0.063,0.0,75,1
107537265#1,2.428,0.051,0.051,0.0,205,1
42980561#10,2.346,0.059,0.060,0.0,108,1
711187489#4,2.800,0.100,0.053,6.0,215,1
369011879#1,2.831,0.242,0.048,69.0,2501,1
-107553480,4.027,0.047,0.041,1.0,53,1
385156775#4,3.565,0.058,0.059,4.0,49,1
-107537265#0,2.121,0.094,0.019,0.0,2130,1
-106931287#6,2.666,0.055,0.055,0.0,573,1
391062126,2.732,0.081,0.070,0.0,23,1
717017078#1,2.374,0.133,0.068,0.0,314,1
385156774#1,3.141,0.060,0.059,3.0,106,1
1446819419,3.635,0.060,0.052,1.0,24,1
106621546,3.106,0.043,0.044,2.0,77,1
107545503#0,3.353,0.032,0.032,3.0,143,1
69421363#2,1.977,0.059,0.059,0.0,257,1
-106934771#2,1.786,0.241,0.219,0.0,11,1
-463462865#4,2.225,0.408,0.285,0.0,41,1
519184098#1,2.257,0.211,0.212,0.0,53,1
-106734531#4,2.616,0.102,0.120,4.0,76,1
435387528#4,2.137,0.266,0.143,0.0,104,1
-83715146#0,3.125,0.048,0.048,0.0,102,1
-106734696#5,2.638,0.038,0.037,2.0,101,1
-427091882#3,2.051,0.211,0.229,13.0,79,1
106734530#9,2.347,0.043,0.043,0.0,148,1
427091882#1,3.298,0.029,0.015,5.0,260,1
-106734701#3,2.055,0.329,0.343,0.0,28,1
106931287#1,1.784,0.051,0.052,0.0,109,1
365435693#2,2.571,0.158,0.079,0.0,1055,1
-83737053#0,1.660,0.315,0.078,2639.0,2944,1
106734568#3,1.955,0.108,0.097,0.0,71,1
106618195#3,2.879,0.100,0.050,12.0,423,1
-83715154#0,2.476,0.050,0.051,0.0,243,1
361112802#2,2.421,0.279,0.124,3.0,45,1
1205960027#0,2.351,0.202,0.101,0.0,1189,1
-463462865#3,2.221,0.063,0.059,0.0,252,1
-427091882#2,2.699,0.143,0.072,12.0,159,1
320533882,1.772,0.129,0.138,0.0,44,1
1361549382,2.776,0.038,0.042,0.0,46,1
106621768#9,1.993,0.097,0.048,0.0,310,1
-712927445#3,2.113,0.435,0.468,0.0,67,1
258418101#0,1.787,0.445,0.445,1.0,6,1
106923050#0,2.656,0.055,0.050,1.0,35,1
-106734701#2,2.171,0.312,0.209,0.0,29,1
519184098#2,2.196,0.186,0.181,0.0,61,1
385158745,2.968,0.059,0.056,5.0,146,1
-106734574#1,2.750,0.154,0.128,0.0,12,1
306600088#0,2.957,0.052,0.048,3.0,99,1
369011879#2,2.651,0.357,0.090,68.0,1441,1
106927911#0,1.818,0.262,0.262,0.0,189,1
770424773,3.124,0.060,0.061,7.0,190,1
106923045,2.735,0.064,0.066,1.0,29,1
42980561#11,2.306,0.059,0.058,0.0,111,1
389989194#1,3.779,0.044,0.043,2.0,61,1
-106923052#9,2.100,0.062,0.064,0.0,77,1
107545522#0,1.678,0.121,0.146,0.0,25,1
-106734568#4,1.824,0.113,0.131,0.0,24,1
-712927445#2,1.974,0.136,0.046,0.0,723,1
-390906228#0,3.060,0.062,0.067,2.0,54,1
717017078#2,2.237,0.122,0.063,0.0,400,1
258418101#1,2.974,0.124,0.144,3.0,43,1
365435694#0,3.236,0.108,0.050,57.0,1829,1
106734568#4,2.120,0.113,0.091,0.0,85,1
361112802#3,2.384,0.265,0.110,3.0,49,1
107552045#5,2.576,0.215,0.112,24.0,444,1
107537265#2,2.774,0.050,0.048,0.0,73,1
-365435376#0,1.984,0.146,0.146,0.0,101,1
-106931287#4,2.661,0.057,0.058,0.0,525,1
-106734701#1,2.150,0.084,0.076,0.0,110,1
369010053#1,3.482,0.095,0.080,45.0,842,1
711187489#5,3.242,0.050,0.055,4.0,153,1
107537275#7,2.798,0.051,0.054,4.0,141,1
365435693#4,2.598,0.218,0.108,0.0,750,1
1205642268,1.939,0.051,0.049,0.0,354,1
519184098#3,2.525,0.199,0.156,0.0,39,1
106618195#4,2.657,0.181,0.090,11.0,254,1
369011879#3,3.206,0.296,0.075,0.0,1421,1
83715148#0,1.988,0.047,0.047,0.0,161,1
-106734628#2,2.208,0.114,0.114,1.0,20,1
107538690#0,2.830,0.061,0.052,0.0,14,1
258418101#2,2.786,0.142,0.146,3.0,39,1
-106923052#6,1.963,0.241,0.048,0.0,4208,1
83737060#0,3.103,0.051,0.052,4.0,128,1
-106734569#3,2.870,0.091,0.045,21.0,270,1
107553469#2,1.749,0.243,0.049,0.0,4465,1
-83715120#3,2.501,0.049,0.055,1.0,42,1
107537258#3,1.777,0.026,0.027,0.0,107,1
106734568#5,2.195,0.100,0.073,0.0,45,1
385156781#0,3.093,0.116,0.057,9.0,255,1
83715132#4,3.714,0.116,0.101,1.0,23,1
-107545505,2.696,0.077,0.064,0.0,24,1
-106621530#1,3.186,0.076,0.069,0.0,105,1
106734530#10,2.030,0.108,0.107,0.0,46,1
390876404#8,1.705,0.058,0.058,0.0,50,1
369010053#2,3.274,0.117,0.113,45.0,604,1
83715145#0,2.748,0.050,0.056,0.0,36,1
-435387528#6,2.160,0.278,0.135,0.0,164,1
-369011877#5,2.748,0.158,0.057,103.0,425,1
107545522#1,1.763,0.040,0.039,0.0,72,1
519184100,3.047,0.084,0.099,3.0,60,1
83715153#0,2.388,0.058,0.059,0.0,143,1
-83715131#3,2.722,0.050,0.047,0.0,73,1
-106621768#13,1.808,0.058,0.060,0.0,93,1
42980561#12,2.187,0.059,0.055,0.0,77,1
389989194#2,3.744,0.065,0.072,2.0,41,1
258418101#3,2.894,0.129,0.125,3.0,42,1
-106734696#4,2.528,0.141,0.146,2.0,29,1
-106621547#1,2.250,0.000,0.000,0.0,1,0
106620214#0,2.716,0.127,0.117,2.0,30,1
106618195#5,2.478,0.313,0.156,11.0,147,1
365435694#2,3.611,0.306,0.153,0.0,500,1
-393483684#2,2.728,0.120,0.058,11.0,312,1
306600088#1,2.903,0.050,0.048,3.0,105,1
-106934737#1,2.506,0.153,0.077,69.0,1841,1
1361549386#0,0.077,0.000,0.000,1.0,1,0
-466751982#1,2.328,0.209,0.202,3.0,31,1
107553480,3.132,0.047,0.049,2.0,68,1
83715134#0,2.739,0.050,0.055,0.0,36,1
-106931287#3,2.672,0.048,0.048,0.0,623,1
115453378,2.731,0.035,0.038,1.0,53,1
106734530#0,1.722,0.068,0.070,0.0,42,1
385156773#1,4.115,0.053,0.061,0.0,23,1
-106734701#0,1.999,0.140,0.131,0.0,54,1
106622167#0,2.713,0.111,0.065,0.0,17,1
-435387528#5,2.043,0.128,0.064,0.0,417,1
106734568#6,2.367,0.098,0.087,0.0,65,1
-106621530#0,3.016,0.081,0.040,5.0,207,1
107537265#3,2.324,0.100,0.051,0.0,128,1
106734530#11,2.116,0.116,0.113,0.0,41,1
1361549386#1,2.658,0.148,0.114,1.0,13,1
365435694#3,2.260,0.441,0.336,54.0,416,1
306611125#0,2.702,0.058,0.028,14.0,902,1
-106621767#3,2.881,0.049,0.050,3.0,108,1
106618195#6,2.946,0.049,0.024,11.0,767,1
711187489#6,3.107,0.052,0.058,4.0,125,1
-445982155,3.943,0.050,0.060,0.0,25,1
-1205352351#5,2.321,0.061,0.057,0.0,106,1
107537275#8,2.776,0.070,0.070,4.0,105,1
-106734696#3,2.266,0.134,0.138,2.0,33,1
-320534853#2,2.428,0.049,0.050,0.0,169,1
-466751982#0,2.768,0.103,0.091,3.0,53,1
106621768#10,2.024,0.092,0.050,0.0,149,1
106620214#1,2.699,0.114,0.138,2.0,33,1
365435694#4,3.671,0.264,0.222,0.0,305,1
106734701#0,2.819,0.140,0.112,0.0,25,1
-519184099#3,1.645,0.178,0.195,0.0,17,1
106622167#1,2.818,0.133,0.095,0.0,14,1
717017078#5,2.759,0.063,0.062,0.0,144,1
365435694#5,3.579,0.227,0.113,0.0,635,1
42980561#13,2.122,0.062,0.057,0.0,75,1
